,Year Ended 2017,Q1 2018,Q2 2018,Q3 2018,Year Ended 2018,Q1 2019,Q2 2019,Q3 2019,Year Ended 2019,Q1 2020,Q2 2020,Q3 2020,Year Ended 2020,Q1 2021,Q2 2021,Q3 2021,Year Ended 2021,Q1 2022,Q2 2022,Q3 2022,Year Ended 2022
0,,"5,877","6,002","6,041",,"6,041","6,063","6,063","5,755","5,871","5,926","5,999","5,839","5,886","5,933","5,891",5608.0,"5,616",5603,5486,5071.0
